model_name,batch_size,input_shape,total_parameters,trainable_parameters,model_size_mb,device,execution_time_ms,execution_time_std,timing_cv,peak_memory_mb,gpu_name,tflops_fp32,memory_bandwidth_gbps,sm_count,weight_memory_mb,activation_memory_mb,gpu_utilization_percent,memory_utilization_percent,memory_used_mb,memory_total_mb,flops,compute_memory_ratio,memory_read_write_ratio,num_conv_layers,num_fc_layers,num_bn_layers,avg_conv_kernel_size,max_conv_channels,total_conv_params,max_fc_size,total_fc_params,model_depth
efficientnet_v2_l,8,"(3, 224, 224)",118515272,118515272.0,454.0568618774414,cuda,225.2103042602539,0.9295602023234576,0.0041275207427681,3707.0166015625,RTX Baseline,12.74,360.0,28.0,452.0998840332031,3254.916717529297,100.0,18.0,6042.18359375,6144.0,24758603392.0,52.22660964740477,0.5,339,1,217,1.471976401179941,3840,116721696,1000,1281000,1408
efficientnet_v2_l,16,"(3, 224, 224)",118515272,118515272.0,454.0568618774414,cuda,272.1853332519531,2.182294922066617,0.0080176800710952,3778.9853515625,RTX Baseline,12.74,360.0,28.0,452.0998840332031,3326.885467529297,100.0,24.0,6042.18359375,6144.0,24758603392.0,52.22660964740477,0.5,339,1,217,1.471976401179941,3840,116721696,1000,1281000,1408
efficientnet_v2_l,32,"(3, 224, 224)",118515272,118515272.0,454.0568618774414,cuda,451.9285736083984,1.4138657967063544,0.0031285160515837,3922.9228515625,RTX Baseline,12.74,360.0,28.0,452.0998840332031,3470.822967529297,100.0,34.0,6042.18359375,6144.0,24758603392.0,52.22660964740477,0.5,339,1,217,1.471976401179941,3840,116721696,1000,1281000,1408
efficientnet_v2_l,64,"(3, 224, 224)",118515272,118515272.0,454.0568618774414,cuda,823.7547607421875,2.044081390610245,0.002481419820586,4210.7978515625,RTX Baseline,12.74,360.0,28.0,452.0998840332031,3758.697967529297,100.0,32.0,6042.18359375,6144.0,24758603392.0,52.22660964740477,0.5,339,1,217,1.471976401179941,3840,116721696,1000,1281000,1408
efficientnet_v2_l,128,"(3, 224, 224)",118515272,118515272.0,454.0568618774414,cuda,1510.7844848632812,6.511478510849674,0.0043099982665195,4786.5478515625,RTX Baseline,12.74,360.0,28.0,452.0998840332031,4334.447967529297,100.0,48.0,6042.18359375,6144.0,24758603392.0,52.22660964740477,0.5,339,1,217,1.471976401179941,3840,116721696,1000,1281000,1408
efficientnet_v2_m,1,"(3, 224, 224)",54139356,54139356.0,207.64046478271484,cuda,31.391231536865234,5.125874490115935,0.1632900093114512,3209.2958984375,RTX Baseline,12.74,360.0,28.0,206.52525329589844,3002.7706451416016,50.0,7.0,3689.71484375,6144.0,10892984704.0,50.30067546425931,0.5,245,1,157,1.473469387755102,3072,52566324,1000,1281000,1021
efficientnet_v2_m,1,"(3, 224, 224)",54139356,54139356.0,207.64046478271484,cuda,105.30646133422852,2.0045315723646264,0.0190352191778952,3187.5810546875,RTX Baseline,12.74,360.0,28.0,206.52525329589844,2981.0558013916016,100.0,2.0,6048.24609375,6144.0,10892984704.0,50.30067546425931,0.5,245,1,157,1.473469387755102,3072,52566324,1000,1281000,1021
efficientnet_v2_m,2,"(3, 224, 224)",54139356,54139356.0,207.64046478271484,cuda,118.41024017333984,0.7529878746356089,0.0063591448976622,3193.8974609375,RTX Baseline,12.74,360.0,28.0,206.52525329589844,2987.3722076416016,100.0,3.0,6048.24609375,6144.0,10892984704.0,50.30067546425931,0.5,245,1,157,1.473469387755102,3072,52566324,1000,1281000,1021
efficientnet_v2_m,4,"(3, 224, 224)",54139356,54139356.0,207.64046478271484,cuda,131.7939224243164,0.795724601596458,0.0060376426086519,3207.6787109375,RTX Baseline,12.74,360.0,28.0,206.52525329589844,3001.1534576416016,100.0,6.0,6048.24609375,6144.0,10892984704.0,50.30067546425931,0.5,245,1,157,1.473469387755102,3072,52566324,1000,1281000,1021
efficientnet_v2_m,8,"(3, 224, 224)",54139356,54139356.0,207.64046478271484,cuda,175.4786376953125,1.1586122184279897,0.0066025827054408,3235.2412109375,RTX Baseline,12.74,360.0,28.0,206.52525329589844,3028.7159576416016,100.0,11.0,6048.24609375,6144.0,10892984704.0,50.30067546425931,0.5,245,1,157,1.473469387755102,3072,52566324,1000,1281000,1021
efficientnet_v2_m,16,"(3, 224, 224)",54139356,54139356.0,207.64046478271484,cuda,270.83058166503906,1.505397431217131,0.0055584469890975,3290.3662109375,RTX Baseline,12.74,360.0,28.0,206.52525329589844,3083.8409576416016,100.0,11.0,6048.24609375,6144.0,10892984704.0,50.30067546425931,0.5,245,1,157,1.473469387755102,3072,52566324,1000,1281000,1021
efficientnet_v2_m,32,"(3, 224, 224)",54139356,54139356.0,207.64046478271484,cuda,277.1619567871094,11.874613561675016,0.0428435911597823,3400.6162109375,RTX Baseline,12.74,360.0,28.0,206.52525329589844,3194.0909576416016,100.0,26.0,6038.18359375,6144.0,10892984704.0,50.30067546425931,0.5,245,1,157,1.473469387755102,3072,52566324,1000,1281000,1021
efficientnet_v2_m,64,"(3, 224, 224)",54139356,54139356.0,207.64046478271484,cuda,536.1703796386719,2.195313108167191,0.0040944319036096,3621.1162109375,RTX Baseline,12.74,360.0,28.0,206.52525329589844,3414.5909576416016,100.0,31.0,6038.18359375,6144.0,10892984704.0,50.30067546425931,0.5,245,1,157,1.473469387755102,3072,52566324,1000,1281000,1021
efficientnet_v2_m,128,"(3, 224, 224)",54139356,54139356.0,207.64046478271484,cuda,876.1600036621094,9.576364462912444,0.0109299265235515,4062.1162109375,RTX Baseline,12.74,360.0,28.0,206.52525329589844,3855.5909576416016,100.0,31.0,6047.58984375,6144.0,10892984704.0,50.30067546425931,0.5,245,1,157,1.473469387755102,3072,52566324,1000,1281000,1021
efficientnet_v2_s,1,"(3, 224, 224)",21458488,21458488.0,82.44544982910156,cuda,17.577967643737793,1.2609517036728777,0.0717347835174995,1237.96923828125,RTX Baseline,12.74,360.0,28.0,81.85763549804688,1156.1116027832031,41.0,6.0,6046.453125,6144.0,5803870336.0,67.61741945658054,0.5,170,1,110,1.4823529411764709,1536,20023616,1000,1281000,713
efficientnet_v2_s,2,"(3, 224, 224)",21458488,21458488.0,82.44544982910156,cuda,15.787487983703612,1.1346184325945268,0.071868205612815,1244.859375,RTX Baseline,12.74,360.0,28.0,81.85763549804688,1163.0017395019531,71.0,13.0,6046.453125,6144.0,5803870336.0,67.61741945658054,0.5,170,1,110,1.4823529411764709,1536,20023616,1000,1281000,713
efficientnet_v2_s,4,"(3, 224, 224)",21458488,21458488.0,82.44544982910156,cuda,23.659408569335938,3.060955261422853,0.1293758147978671,1258.640625,RTX Baseline,12.74,360.0,28.0,81.85763549804688,1176.7829895019531,98.0,23.0,6046.453125,6144.0,5803870336.0,67.61741945658054,0.5,170,1,110,1.4823529411764709,1536,20023616,1000,1281000,713
efficientnet_v2_s,8,"(3, 224, 224)",21458488,21458488.0,82.44544982910156,cuda,48.55441474914551,1.1410364213373716,0.0235001580640811,1286.203125,RTX Baseline,12.74,360.0,28.0,81.85763549804688,1204.3454895019531,99.0,22.0,6048.453125,6144.0,5803870336.0,67.61741945658054,0.5,170,1,110,1.4823529411764709,1536,20023616,1000,1281000,713
efficientnet_v2_s,16,"(3, 224, 224)",21458488,21458488.0,82.44544982910156,cuda,170.84979248046875,5.990721874424659,0.035064261930985,1341.328125,RTX Baseline,12.74,360.0,28.0,81.85763549804688,1259.4704895019531,100.0,14.0,6048.765625,6144.0,5803870336.0,67.61741945658054,0.5,170,1,110,1.4823529411764709,1536,20023616,1000,1281000,713
efficientnet_v2_s,32,"(3, 224, 224)",21458488,21458488.0,82.44544982910156,cuda,328.8391418457031,51.55550602462739,0.1567803204177601,1451.578125,RTX Baseline,12.74,360.0,28.0,81.85763549804688,1369.7204895019531,99.0,21.0,6055.140625,6144.0,5803870336.0,67.61741945658054,0.5,170,1,110,1.4823529411764709,1536,20023616,1000,1281000,713
efficientnet_v2_s,64,"(3, 224, 224)",21458488,21458488.0,82.44544982910156,cuda,620.0120239257812,79.94024880893309,0.1289333847150897,1672.078125,RTX Baseline,12.74,360.0,28.0,81.85763549804688,1590.2204895019531,100.0,17.0,6081.453125,6144.0,5803870336.0,67.61741945658054,0.5,170,1,110,1.4823529411764709,1536,20023616,1000,1281000,713
efficientnet_v2_s,1,"(3, 224, 224)",21458488,21458488.0,82.44544982910156,cuda,23.2422399520874,2.722129834946466,0.1171199437077005,1244.4609375,RTX Baseline,12.74,360.0,28.0,81.85763549804688,1162.6033020019531,45.0,5.0,1700.43359375,6144.0,5803870336.0,67.61741945658054,0.5,170,1,110,1.4823529411764709,1536,20023616,1000,1281000,713
efficientnet_v2_s,1,"(3, 224, 224)",21458488,21458488.0,82.44544982910156,cuda,17.026559829711914,0.9793668574464182,0.0575199492548031,1237.96923828125,RTX Baseline,12.74,360.0,28.0,81.85763549804688,1156.1116027832031,36.0,5.0,5987.74609375,6144.0,5803870336.0,67.61741945658054,0.5,170,1,110,1.4823529411764709,1536,20023616,1000,1281000,713
efficientnet_v2_s,2,"(3, 224, 224)",21458488,21458488.0,82.44544982910156,cuda,14.107744216918944,1.439502968811285,0.102036367159457,1244.859375,RTX Baseline,12.74,360.0,28.0,81.85763549804688,1163.0017395019531,73.0,12.0,5987.74609375,6144.0,5803870336.0,67.61741945658054,0.5,170,1,110,1.4823529411764709,1536,20023616,1000,1281000,713
efficientnet_v2_s,4,"(3, 224, 224)",21458488,21458488.0,82.44544982910156,cuda,15.697407722473145,0.2646098867742659,0.0168569162141708,1258.640625,RTX Baseline,12.74,360.0,28.0,81.85763549804688,1176.7829895019531,98.0,28.0,5987.74609375,6144.0,5803870336.0,67.61741945658054,0.5,170,1,110,1.4823529411764709,1536,20023616,1000,1281000,713
efficientnet_v2_s,8,"(3, 224, 224)",21458488,21458488.0,82.44544982910156,cuda,26.217472076416016,0.3537756084052805,0.0134938871055392,1286.203125,RTX Baseline,12.74,360.0,28.0,81.85763549804688,1204.3454895019531,99.0,40.0,5989.74609375,6144.0,5803870336.0,67.61741945658054,0.5,170,1,110,1.4823529411764709,1536,20023616,1000,1281000,713
efficientnet_v2_s,16,"(3, 224, 224)",21458488,21458488.0,82.44544982910156,cuda,66.08179473876953,0.9262338416626062,0.0140164752684172,1341.328125,RTX Baseline,12.74,360.0,28.0,81.85763549804688,1259.4704895019531,100.0,34.0,5989.74609375,6144.0,5803870336.0,67.61741945658054,0.5,170,1,110,1.4823529411764709,1536,20023616,1000,1281000,713
efficientnet_v2_s,32,"(3, 224, 224)",21458488,21458488.0,82.44544982910156,cuda,129.89337921142578,0.4535438220704196,0.0034916623527724,1451.578125,RTX Baseline,12.74,360.0,28.0,81.85763549804688,1369.7204895019531,100.0,34.0,5989.74609375,6144.0,5803870336.0,67.61741945658054,0.5,170,1,110,1.4823529411764709,1536,20023616,1000,1281000,713
efficientnet_v2_s,64,"(3, 224, 224)",21458488,21458488.0,82.44544982910156,cuda,255.96723175048828,0.9936917532219124,0.0038821053242731,1672.078125,RTX Baseline,12.74,360.0,28.0,81.85763549804688,1590.2204895019531,100.0,35.0,5989.74609375,6144.0,5803870336.0,67.61741945658054,0.5,170,1,110,1.4823529411764709,1536,20023616,1000,1281000,713
efficientnet_v2_s,128,"(3, 224, 224)",21458488,21458488.0,82.44544982910156,cuda,505.1130828857422,1.6566532547894766,0.0032797670678447,2113.078125,RTX Baseline,12.74,360.0,28.0,81.85763549804688,2031.220489501953,100.0,36.0,5972.99609375,6144.0,5803870336.0,67.61741945658054,0.5,170,1,110,1.4823529411764709,1536,20023616,1000,1281000,713
googlenet,1,"(3, 224, 224)",13004888,13004888.0,49.66765594482422,cuda,19.94547271728516,5.146995734300892,0.2580533340572242,1881.37060546875,RTX Baseline,12.74,360.0,28.0,49.609710693359375,1831.7608947753904,97.0,3.0,6059.0859375,6144.0,3022664064.0,58.10630710545143,0.5,59,5,59,1.7457627118644068,384,5718464,1024,7271352,237
googlenet,2,"(3, 224, 224)",13004888,13004888.0,49.66765594482422,cuda,25.29689598083496,3.893353719010532,0.1539063813128001,1887.6474609375,RTX Baseline,12.74,360.0,28.0,49.609710693359375,1838.0377502441409,98.0,4.0,6064.1171875,6144.0,3022664064.0,58.10630710545143,0.5,59,5,59,1.7457627118644068,384,5718464,1024,7271352,237
googlenet,4,"(3, 224, 224)",13004888,13004888.0,49.66765594482422,cuda,25.240063667297363,4.003187626060199,0.1586044979390594,1901.0458984375,RTX Baseline,12.74,360.0,28.0,49.609710693359375,1851.4361877441409,99.0,7.0,6005.546875,6144.0,3022664064.0,58.10630710545143,0.5,59,5,59,1.7457627118644068,384,5718464,1024,7271352,237
googlenet,8,"(3, 224, 224)",13004888,13004888.0,49.66765594482422,cuda,41.91744041442871,8.465341868156747,0.2019527381505116,1927.8427734375,RTX Baseline,12.74,360.0,28.0,49.609710693359375,1878.2330627441409,99.0,8.0,6005.359375,6144.0,3022664064.0,58.10630710545143,0.5,59,5,59,1.7457627118644068,384,5718464,1024,7271352,237
googlenet,16,"(3, 224, 224)",13004888,13004888.0,49.66765594482422,cuda,46.75020790100098,61.94652433324831,1.3250534513793448,1981.4365234375,RTX Baseline,12.74,360.0,28.0,49.609710693359375,1931.8268127441409,99.0,14.0,6089.359375,6144.0,3022664064.0,58.10630710545143,0.5,59,5,59,1.7457627118644068,384,5718464,1024,7271352,237
googlenet,32,"(3, 224, 224)",13004888,13004888.0,49.66765594482422,cuda,80.58982467651367,37.976955414598784,0.4712375981281317,2088.6240234375,RTX Baseline,12.74,360.0,28.0,49.609710693359375,2039.0143127441409,99.0,16.0,6087.96484375,6144.0,3022664064.0,58.10630710545143,0.5,59,5,59,1.7457627118644068,384,5718464,1024,7271352,237
googlenet,64,"(3, 224, 224)",13004888,13004888.0,49.66765594482422,cuda,171.02438354492188,32.637790534778404,0.1908370599448166,2302.9990234375,RTX Baseline,12.74,360.0,28.0,49.609710693359375,2253.3893127441406,100.0,19.0,6026.50390625,6144.0,3022664064.0,58.10630710545143,0.5,59,5,59,1.7457627118644068,384,5718464,1024,7271352,237
googlenet,1,"(3, 224, 224)",13004888,13004888.0,49.66765594482422,cuda,9.422336101531982,2.1649410931095763,0.2297669144415057,1890.5888671875,RTX Baseline,12.74,360.0,28.0,49.609710693359375,1840.9791564941409,48.0,6.0,2352.43359375,6144.0,3022664064.0,58.10630710545143,0.5,59,5,59,1.7457627118644068,384,5718464,1024,7271352,237
googlenet,1,"(3, 224, 224)",13004888,13004888.0,49.66765594482422,cuda,13.748224258422852,0.0907440480964665,0.0066004195439474,1881.236328125,RTX Baseline,12.74,360.0,28.0,49.609710693359375,1831.6266174316409,4.0,1.0,6047.80859375,6144.0,3022664064.0,58.10630710545143,0.5,59,5,59,1.7457627118644068,384,5718464,1024,7271352,237
googlenet,2,"(3, 224, 224)",13004888,13004888.0,49.66765594482422,cuda,17.625024795532227,0.1298148361773018,0.007365370413711,1887.51318359375,RTX Baseline,12.74,360.0,28.0,49.609710693359375,1837.9034729003904,99.0,5.0,6047.80859375,6144.0,3022664064.0,58.10630710545143,0.5,59,5,59,1.7457627118644068,384,5718464,1024,7271352,237
googlenet,4,"(3, 224, 224)",13004888,13004888.0,49.66765594482422,cuda,18.00755214691162,0.0920461673242569,0.0051115313490807,1900.91162109375,RTX Baseline,12.74,360.0,28.0,49.609710693359375,1851.3019104003904,99.0,9.0,6047.80859375,6144.0,3022664064.0,58.10630710545143,0.5,59,5,59,1.7457627118644068,384,5718464,1024,7271352,237
googlenet,8,"(3, 224, 224)",13004888,13004888.0,49.66765594482422,cuda,24.61939239501953,0.1187683925612266,0.0048241804936026,1927.70849609375,RTX Baseline,12.74,360.0,28.0,49.609710693359375,1878.0987854003904,99.0,15.0,6047.80859375,6144.0,3022664064.0,58.10630710545143,0.5,59,5,59,1.7457627118644068,384,5718464,1024,7271352,237
googlenet,16,"(3, 224, 224)",13004888,13004888.0,49.66765594482422,cuda,30.286208152771,0.1315308853524162,0.0043429301114421,1981.30224609375,RTX Baseline,12.74,360.0,28.0,49.609710693359375,1931.6925354003904,100.0,26.0,6047.80859375,6144.0,3022664064.0,58.10630710545143,0.5,59,5,59,1.7457627118644068,384,5718464,1024,7271352,237
googlenet,32,"(3, 224, 224)",13004888,13004888.0,49.66765594482422,cuda,47.535600662231445,0.1677891507897724,0.0035297576647549,2088.48974609375,RTX Baseline,12.74,360.0,28.0,49.609710693359375,2038.8800354003904,99.0,36.0,6047.80859375,6144.0,3022664064.0,58.10630710545143,0.5,59,5,59,1.7457627118644068,384,5718464,1024,7271352,237
googlenet,64,"(3, 224, 224)",13004888,13004888.0,49.66765594482422,cuda,82.49393463134766,0.3114345369724527,0.0037752416387996,2302.86474609375,RTX Baseline,12.74,360.0,28.0,49.609710693359375,2253.2550354003906,100.0,41.0,6047.80859375,6144.0,3022664064.0,58.10630710545143,0.5,59,5,59,1.7457627118644068,384,5718464,1024,7271352,237
googlenet,128,"(3, 224, 224)",13004888,13004888.0,49.66765594482422,cuda,190.28717041015625,1.063172870848735,0.0055872020617654,2731.61474609375,RTX Baseline,12.74,360.0,28.0,49.609710693359375,2682.0050354003906,100.0,35.0,6047.80859375,6144.0,3022664064.0,58.10630710545143,0.5,59,5,59,1.7457627118644068,384,5718464,1024,7271352,237
gpt2,1,"(128,)",124439808,124439808.0,486.7002410888672,cuda,11.164160251617432,1.009022132401168,0.0903804773103828,1416.17822265625,RTX Baseline,12.74,360.0,28.0,474.7001953125,941.47802734375,59.0,18.0,6006.390625,6144.0,0.0,0.0,0.5,0,0,0,0.0,0,0,0,0,161
gpt2,2,"(128,)",124439808,124439808.0,486.7002410888672,cuda,23.047584533691406,1.9113632465184671,0.0829311741385075,1433.9404296875,RTX Baseline,12.74,360.0,28.0,474.7001953125,959.240234375,97.0,28.0,6006.390625,6144.0,0.0,0.0,0.5,0,0,0,0.0,0,0,0,0,161
gpt2,4,"(128,)",124439808,124439808.0,486.7002410888672,cuda,44.60796928405762,3.331423653807456,0.0746822531310203,1478.193359375,RTX Baseline,12.74,360.0,28.0,474.7001953125,1003.4931640625,99.0,25.0,6006.453125,6144.0,0.0,0.0,0.5,0,0,0,0.0,0,0,0,0,161
gpt2,8,"(128,)",124439808,124439808.0,486.7002410888672,cuda,90.38847732543944,5.091924604835289,0.0563337800950636,1562.19921875,RTX Baseline,12.74,360.0,28.0,474.7001953125,1087.4990234375,99.0,26.0,6005.40625,6144.0,0.0,0.0,0.5,0,0,0,0.0,0,0,0,0,161
gpt2,16,"(128,)",124439808,124439808.0,486.7002410888672,cuda,180.37390899658203,5.141727329636582,0.0285059372401,1733.2109375,RTX Baseline,12.74,360.0,28.0,474.7001953125,1258.5107421875,100.0,26.0,6004.34375,6144.0,0.0,0.0,0.5,0,0,0,0.0,0,0,0,0,161
gpt2,32,"(128,)",124439808,124439808.0,486.7002410888672,cuda,361.18016052246094,5.141494011043329,0.0142352614373716,2075.234375,RTX Baseline,12.74,360.0,28.0,474.7001953125,1600.5341796875,100.0,24.0,6004.34375,6144.0,0.0,0.0,0.5,0,0,0,0.0,0,0,0,0,161
gpt2,64,"(128,)",124439808,124439808.0,486.7002410888672,cuda,739.209716796875,135.30039490227992,0.1830338425316933,2759.28125,RTX Baseline,12.74,360.0,28.0,474.7001953125,2284.5810546875,100.0,6.0,6002.28515625,6144.0,0.0,0.0,0.5,0,0,0,0.0,0,0,0,0,161
inception_v3,1,"(3, 224, 224)",27161264,27161264.0,103.75091552734376,cuda,21.26587200164795,95.83107815963636,4.506331936339305,1986.05810546875,RTX Baseline,12.74,360.0,28.0,103.61199951171876,1882.4461059570312,63.0,6.0,6108.79296875,6144.0,11498438336.0,105.8348972271688,0.5,96,2,96,2.4166666666666665,768,24307040,1000,2818000,306
inception_v3,2,"(3, 224, 224)",27161264,27161264.0,103.75091552734376,cuda,13.881343841552734,2.97178287195947,0.2140846668497312,1993.99072265625,RTX Baseline,12.74,360.0,28.0,103.61199951171876,1890.3787231445312,96.0,11.0,6095.41796875,6144.0,11498438336.0,105.8348972271688,0.5,96,2,96,2.4166666666666665,768,24307040,1000,2818000,306
inception_v3,4,"(3, 224, 224)",27161264,27161264.0,103.75091552734376,cuda,25.945039749145508,7.690500519313988,0.2964150601954987,2009.8564453125,RTX Baseline,12.74,360.0,28.0,103.61199951171876,1906.2444458007808,89.0,11.0,6064.48046875,6144.0,11498438336.0,105.8348972271688,0.5,96,2,96,2.4166666666666665,768,24307040,1000,2818000,306
inception_v3,8,"(3, 224, 224)",27161264,27161264.0,103.75091552734376,cuda,34.08230400085449,11.768580316211674,0.3452988482108287,2041.58935546875,RTX Baseline,12.74,360.0,28.0,103.61199951171876,1937.9773559570312,93.0,10.0,5977.35546875,6144.0,11498438336.0,105.8348972271688,0.5,96,2,96,2.4166666666666665,768,24307040,1000,2818000,306
inception_v3,16,"(3, 224, 224)",27161264,27161264.0,103.75091552734376,cuda,59.37971305847168,36.54904862481856,0.6155140660281215,2103.33642578125,RTX Baseline,12.74,360.0,28.0,103.61199951171876,1999.7244262695312,99.0,23.0,6051.60546875,6144.0,11498438336.0,105.8348972271688,0.5,96,2,96,2.4166666666666665,768,24307040,1000,2818000,306
inception_v3,32,"(3, 224, 224)",27161264,27161264.0,103.75091552734376,cuda,148.8870391845703,29.46287188557222,0.1978874188561852,2228.54931640625,RTX Baseline,12.74,360.0,28.0,103.61199951171876,2124.9373168945312,100.0,17.0,6032.32421875,6144.0,11498438336.0,105.8348972271688,0.5,96,2,96,2.4166666666666665,768,24307040,1000,2818000,306
inception_v3,64,"(3, 224, 224)",27161264,27161264.0,103.75091552734376,cuda,272.5094299316406,48.90293729264164,0.179454110284292,2478.97509765625,RTX Baseline,12.74,360.0,28.0,103.61199951171876,2375.3630981445312,100.0,30.0,6107.91796875,6144.0,11498438336.0,105.8348972271688,0.5,96,2,96,2.4166666666666665,768,24307040,1000,2818000,306
inception_v3,1,"(3, 224, 224)",27161264,27161264.0,103.75091552734376,cuda,18.001407623291016,2.1814870318324453,0.1211842472190206,1996.162109375,RTX Baseline,12.74,360.0,28.0,103.61199951171876,1892.5501098632808,37.0,4.0,2448.43359375,6144.0,11498438336.0,105.8348972271688,0.5,96,2,96,2.4166666666666665,768,24307040,1000,2818000,306
inception_v3,1,"(3, 224, 224)",27161264,27161264.0,103.75091552734376,cuda,36.92492866516113,0.2933270375346961,0.0079438755369487,1985.923828125,RTX Baseline,12.74,360.0,28.0,103.61199951171876,1882.3118286132808,99.0,3.0,6047.80859375,6144.0,11498438336.0,105.8348972271688,0.5,96,2,96,2.4166666666666665,768,24307040,1000,2818000,306
inception_v3,2,"(3, 224, 224)",27161264,27161264.0,103.75091552734376,cuda,44.85372924804688,0.6217769454195486,0.0138623244004345,1993.8564453125,RTX Baseline,12.74,360.0,28.0,103.61199951171876,1890.2444458007808,99.0,3.0,6047.80859375,6144.0,11498438336.0,105.8348972271688,0.5,96,2,96,2.4166666666666665,768,24307040,1000,2818000,306
inception_v3,4,"(3, 224, 224)",27161264,27161264.0,103.75091552734376,cuda,53.08415985107422,0.3949065470631059,0.0074392539726269,2009.72216796875,RTX Baseline,12.74,360.0,28.0,103.61199951171876,1906.1101684570312,100.0,5.0,6047.80859375,6144.0,11498438336.0,105.8348972271688,0.5,96,2,96,2.4166666666666665,768,24307040,1000,2818000,306
inception_v3,8,"(3, 224, 224)",27161264,27161264.0,103.75091552734376,cuda,69.51419067382812,0.3221985885145041,0.0046350045276607,2041.455078125,RTX Baseline,12.74,360.0,28.0,103.61199951171876,1937.8430786132808,100.0,7.0,6047.80859375,6144.0,11498438336.0,105.8348972271688,0.5,96,2,96,2.4166666666666665,768,24307040,1000,2818000,306
inception_v3,16,"(3, 224, 224)",27161264,27161264.0,103.75091552734376,cuda,81.2938232421875,0.1806277748455959,0.0022219126575613,2103.2021484375,RTX Baseline,12.74,360.0,28.0,103.61199951171876,1999.5901489257808,100.0,12.0,6047.80859375,6144.0,11498438336.0,105.8348972271688,0.5,96,2,96,2.4166666666666665,768,24307040,1000,2818000,306
inception_v3,32,"(3, 224, 224)",27161264,27161264.0,103.75091552734376,cuda,96.63129806518556,1.30119345890022,0.0134655487915415,2228.4150390625,RTX Baseline,12.74,360.0,28.0,103.61199951171876,2124.803039550781,100.0,24.0,6047.80859375,6144.0,11498438336.0,105.8348972271688,0.5,96,2,96,2.4166666666666665,768,24307040,1000,2818000,306
inception_v3,64,"(3, 224, 224)",27161264,27161264.0,103.75091552734376,cuda,174.2549591064453,2.544122222389212,0.0145999989637053,2478.8408203125,RTX Baseline,12.74,360.0,28.0,103.61199951171876,2375.228820800781,100.0,25.0,6047.80859375,6144.0,11498438336.0,105.8348972271688,0.5,96,2,96,2.4166666666666665,768,24307040,1000,2818000,306
inception_v3,128,"(3, 224, 224)",27161264,27161264.0,103.75091552734376,cuda,326.8633575439453,4.856378311874207,0.014857518286388,2979.6923828125,RTX Baseline,12.74,360.0,28.0,103.61199951171876,2876.080383300781,100.0,30.0,6047.80859375,6144.0,11498438336.0,105.8348972271688,0.5,96,2,96,2.4166666666666665,768,24307040,1000,2818000,306
maxvit_t,1,"(3, 224, 224)",30919624,30919624.0,118.53390502929688,cuda,304.2831420898437,57.03421136487672,0.1874379598323234,9064.46826171875,RTX Baseline,12.74,360.0,28.0,117.94900512695312,8946.519256591797,100.0,1.0,6075.62109375,6144.0,10912631296.0,88.23386157606573,0.5,61,90,34,1.4262295081967211,2048,8567776,2048,22253312,669
maxvit_t,1,"(3, 224, 224)",30919624,30919624.0,118.53390502929688,cuda,31.10043239593506,2.2679464870057395,0.0729233104562638,2933.53662109375,RTX Baseline,12.74,360.0,28.0,117.94900512695312,2815.587615966797,50.0,10.0,6040.17578125,6144.0,10912631296.0,88.23386157606573,0.5,61,90,34,1.4262295081967211,2048,8567776,2048,22253312,669
maxvit_t,2,"(3, 224, 224)",30919624,30919624.0,118.53390502929688,cuda,55.40505599975586,8.755018183098958,0.1580183978693121,2965.50146484375,RTX Baseline,12.74,360.0,28.0,117.94900512695312,2847.552459716797,98.0,12.0,6036.17578125,6144.0,10912631296.0,88.23386157606573,0.5,61,90,34,1.4262295081967211,2048,8567776,2048,22253312,669
maxvit_t,4,"(3, 224, 224)",30919624,30919624.0,118.53390502929688,cuda,110.10187149047852,2.4438670580162394,0.0221964170536863,3029.43115234375,RTX Baseline,12.74,360.0,28.0,117.94900512695312,2911.482147216797,99.0,15.0,6036.17578125,6144.0,10912631296.0,88.23386157606573,0.5,61,90,34,1.4262295081967211,2048,8567776,2048,22253312,669
maxvit_t,8,"(3, 224, 224)",30919624,30919624.0,118.53390502929688,cuda,382.4880676269531,60.07650825467655,0.1570676665215948,3157.29052734375,RTX Baseline,12.74,360.0,28.0,117.94900512695312,3039.341522216797,100.0,10.0,6036.17578125,6144.0,10912631296.0,88.23386157606573,0.5,61,90,34,1.4262295081967211,2048,8567776,2048,22253312,669
maxvit_t,16,"(3, 224, 224)",30919624,30919624.0,118.53390502929688,cuda,721.8647155761719,6.563906855661371,0.0090929875280206,3413.00927734375,RTX Baseline,12.74,360.0,28.0,117.94900512695312,3295.060272216797,100.0,9.0,6035.67578125,6144.0,10912631296.0,88.23386157606573,0.5,61,90,34,1.4262295081967211,2048,8567776,2048,22253312,669
maxvit_t,32,"(3, 224, 224)",30919624,30919624.0,118.53390502929688,cuda,1377.8426513671875,6.693388045140876,0.0048578754899874,3924.44677734375,RTX Baseline,12.74,360.0,28.0,117.94900512695312,3806.497772216797,100.0,10.0,6035.67578125,6144.0,10912631296.0,88.23386157606573,0.5,61,90,34,1.4262295081967211,2048,8567776,2048,22253312,669
