model_name,batch_size,input_shape,total_parameters,trainable_parameters,model_size_mb,device,execution_time_ms,execution_time_std,timing_cv,peak_memory_mb,gpu_name,tflops_fp32,memory_bandwidth_gbps,sm_count,weight_memory_mb,activation_memory_mb,gpu_utilization_percent,memory_utilization_percent,memory_used_mb,memory_total_mb,flops,compute_memory_ratio,memory_read_write_ratio,num_conv_layers,num_fc_layers,num_bn_layers,avg_conv_kernel_size,max_conv_channels,total_conv_params,max_fc_size,total_fc_params,model_depth
regnet_x_400mf,16,"(3, 224, 224)",5495976,5495976.0,21.110435485839844,cuda,13.328800201416016,1.9974375208838469,0.1498587637709346,1871.43310546875,RTX Baseline,12.74,360.0,28.0,20.965484619140625,1850.4676208496087,85.0,35.0,5997.0703125,6144.0,853054272.0,38.803584295127926,0.5,71,1,71,1.647887323943662,400,5057120,1000,401000,331
regnet_x_400mf,32,"(3, 224, 224)",5495976,5495976.0,21.110435485839844,cuda,32.75150489807129,15.757017160514186,0.4811081875190718,1960.24560546875,RTX Baseline,12.74,360.0,28.0,20.965484619140625,1939.2801208496087,94.0,35.0,5991.8203125,6144.0,853054272.0,38.803584295127926,0.5,71,1,71,1.647887323943662,400,5057120,1000,401000,331
regnet_x_400mf,64,"(3, 224, 224)",5495976,5495976.0,21.110435485839844,cuda,68.16097259521484,1.609089560978382,0.0236071977803283,2137.87060546875,RTX Baseline,12.74,360.0,28.0,20.965484619140625,2116.9051208496094,97.0,31.0,5991.8203125,6144.0,853054272.0,38.803584295127926,0.5,71,1,71,1.647887323943662,400,5057120,1000,401000,331
regnet_x_400mf,1,"(3, 224, 224)",5495976,5495976.0,21.110435485839844,cuda,12.514304161071776,2.3645601015017115,0.1889485880220328,1794.9736328125,RTX Baseline,12.74,360.0,28.0,20.965484619140625,1774.0081481933594,99.0,9.0,2276.43359375,6144.0,853054272.0,38.803584295127926,0.5,71,1,71,1.647887323943662,400,5057120,1000,401000,331
regnet_x_400mf,1,"(3, 224, 224)",5495976,5495976.0,21.110435485839844,cuda,8.858176231384277,2.295042832262056,0.2590875110241873,1788.17138671875,RTX Baseline,12.74,360.0,28.0,20.965484619140625,1767.2059020996094,100.0,13.0,5998.74609375,6144.0,853054272.0,38.803584295127926,0.5,71,1,71,1.647887323943662,400,5057120,1000,401000,331
regnet_x_400mf,2,"(3, 224, 224)",5495976,5495976.0,21.110435485839844,cuda,9.450495719909668,0.6812161144897078,0.0720825800685232,1793.72216796875,RTX Baseline,12.74,360.0,28.0,20.965484619140625,1772.7566833496094,27.0,3.0,5998.74609375,6144.0,853054272.0,38.803584295127926,0.5,71,1,71,1.647887323943662,400,5057120,1000,401000,331
regnet_x_400mf,4,"(3, 224, 224)",5495976,5495976.0,21.110435485839844,cuda,7.619151830673218,2.014480030528398,0.2643968876107833,1804.82373046875,RTX Baseline,12.74,360.0,28.0,20.965484619140625,1783.8582458496094,47.0,11.0,5998.74609375,6144.0,853054272.0,38.803584295127926,0.5,71,1,71,1.647887323943662,400,5057120,1000,401000,331
regnet_x_400mf,8,"(3, 224, 224)",5495976,5495976.0,21.110435485839844,cuda,7.451136112213135,2.211923125645131,0.2968571627248517,1827.02685546875,RTX Baseline,12.74,360.0,28.0,20.965484619140625,1806.0613708496087,47.0,11.0,5998.74609375,6144.0,853054272.0,38.803584295127926,0.5,71,1,71,1.647887323943662,400,5057120,1000,401000,331
regnet_x_400mf,16,"(3, 224, 224)",5495976,5495976.0,21.110435485839844,cuda,11.231184005737305,1.0801671319859871,0.0961757132051279,1871.43310546875,RTX Baseline,12.74,360.0,28.0,20.965484619140625,1850.4676208496087,68.0,25.0,5998.74609375,6144.0,853054272.0,38.803584295127926,0.5,71,1,71,1.647887323943662,400,5057120,1000,401000,331
regnet_x_400mf,32,"(3, 224, 224)",5495976,5495976.0,21.110435485839844,cuda,20.148223876953125,0.2865632064362574,0.0142227527434725,1960.24560546875,RTX Baseline,12.74,360.0,28.0,20.965484619140625,1939.2801208496087,91.0,48.0,5998.74609375,6144.0,853054272.0,38.803584295127926,0.5,71,1,71,1.647887323943662,400,5057120,1000,401000,331
regnet_x_400mf,64,"(3, 224, 224)",5495976,5495976.0,21.110435485839844,cuda,41.46995162963867,7.51748026396436,0.1812753564537636,2137.87060546875,RTX Baseline,12.74,360.0,28.0,20.965484619140625,2116.9051208496094,97.0,42.0,5998.74609375,6144.0,853054272.0,38.803584295127926,0.5,71,1,71,1.647887323943662,400,5057120,1000,401000,331
regnet_x_400mf,128,"(3, 224, 224)",5495976,5495976.0,21.110435485839844,cuda,106.74278259277344,0.5412096302218404,0.0050702222395822,2493.12060546875,RTX Baseline,12.74,360.0,28.0,20.965484619140625,2472.1551208496094,99.0,39.0,5998.74609375,6144.0,853054272.0,38.803584295127926,0.5,71,1,71,1.647887323943662,400,5057120,1000,401000,331
regnet_x_800mf,1,"(1, 3, 224, 224)",7259656,7259656.0,27.83612823486328,cuda,5.416672229766846,0.3853440258008893,0.0711403624689094,46.7265625,NVIDIA GeForce RTX 3060 Laptop GPU,12.74,360.0,28.0,,,,,,,1640648576.0,56.49884016542933,0.5,53,1,53,1.6415094339622642,672,6549344,1000,673000,247
regnet_x_800mf,2,"(2, 3, 224, 224)",7259656,7259656.0,27.83612823486328,cuda,5.388415813446045,0.3157806713618223,0.0586036197454983,56.2666015625,NVIDIA GeForce RTX 3060 Laptop GPU,12.74,360.0,28.0,,,,,,,1640648576.0,56.49884016542933,0.5,53,1,53,1.6415094339622642,672,6549344,1000,673000,247
regnet_x_800mf,4,"(4, 3, 224, 224)",7259656,7259656.0,27.83612823486328,cuda,16.41142463684082,0.7726979298466244,0.0470829283225083,73.5712890625,NVIDIA GeForce RTX 3060 Laptop GPU,12.74,360.0,28.0,,,,,,,1640648576.0,56.49884016542933,0.5,53,1,53,1.6415094339622642,672,6549344,1000,673000,247
regnet_x_800mf,8,"(8, 3, 224, 224)",7259656,7259656.0,27.83612823486328,cuda,49.88729476928711,0.778970447005447,0.0156146058953073,109.5556640625,NVIDIA GeForce RTX 3060 Laptop GPU,12.74,360.0,28.0,,,,,,,1640648576.0,56.49884016542933,0.5,53,1,53,1.6415094339622642,672,6549344,1000,673000,247
regnet_x_800mf,16,"(16, 3, 224, 224)",7259656,7259656.0,27.83612823486328,cuda,94.26841735839844,0.8980682587452564,0.0095267140778538,182.0244140625,NVIDIA GeForce RTX 3060 Laptop GPU,12.74,360.0,28.0,,,,,,,1640648576.0,56.49884016542933,0.5,53,1,53,1.6415094339622642,672,6549344,1000,673000,247
regnet_x_800mf,32,"(32, 3, 224, 224)",7259656,7259656.0,27.83612823486328,cuda,301.6540222167969,3.2537298447439547,0.0107862969001139,325.4619140625,NVIDIA GeForce RTX 3060 Laptop GPU,12.74,360.0,28.0,,,,,,,1640648576.0,56.49884016542933,0.5,53,1,53,1.6415094339622642,672,6549344,1000,673000,247
regnet_x_800mf,64,"(64, 3, 224, 224)",7259656,7259656.0,27.83612823486328,cuda,47.036415100097656,29.44270095658958,0.625955462250533,613.3369140625,NVIDIA GeForce RTX 3060 Laptop GPU,12.74,360.0,28.0,,,,,,,1640648576.0,56.49884016542933,0.5,53,1,53,1.6415094339622642,672,6549344,1000,673000,247
regnet_x_800mf,128,"(128, 3, 224, 224)",7259656,7259656.0,27.83612823486328,cuda,106.46527862548828,0.6842414843430638,0.0064268979819234,1189.0869140625,NVIDIA GeForce RTX 3060 Laptop GPU,12.74,360.0,28.0,,,,,,,1640648576.0,56.49884016542933,0.5,53,1,53,1.6415094339622642,672,6549344,1000,673000,247
regnet_x_8gf,1,"(1, 3, 224, 224)",39572648,39572648.0,151.30332946777344,cuda,7.716864109039307,0.3315701461765895,0.0429669541268969,175.94677734375,NVIDIA GeForce RTX 3060 Laptop GPU,12.74,360.0,28.0,,,,,,,16102926336.0,101.73015422167352,0.5,74,1,74,1.648648648648649,1920,37561184,1000,1921000,345
regnet_x_8gf,2,"(2, 3, 224, 224)",39572648,39572648.0,151.30332946777344,cuda,9.119744300842283,0.4786262012003234,0.0524824145734127,184.5263671875,NVIDIA GeForce RTX 3060 Laptop GPU,12.74,360.0,28.0,,,,,,,16102926336.0,101.73015422167352,0.5,74,1,74,1.648648648648649,1920,37561184,1000,1921000,345
regnet_x_8gf,4,"(4, 3, 224, 224)",39572648,39572648.0,151.30332946777344,cuda,17.18067169189453,0.1275592601423795,0.0074245793429926,207.845703125,NVIDIA GeForce RTX 3060 Laptop GPU,12.74,360.0,28.0,,,,,,,16102926336.0,101.73015422167352,0.5,74,1,74,1.648648648648649,1920,37561184,1000,1921000,345
regnet_x_8gf,8,"(8, 3, 224, 224)",39572648,39572648.0,151.30332946777344,cuda,31.45830345153809,0.7186498290706709,0.0228445195774069,254.548828125,NVIDIA GeForce RTX 3060 Laptop GPU,12.74,360.0,28.0,,,,,,,16102926336.0,101.73015422167352,0.5,74,1,74,1.648648648648649,1920,37561184,1000,1921000,345
regnet_x_8gf,16,"(16, 3, 224, 224)",39572648,39572648.0,151.30332946777344,cuda,63.38355255126953,1.0473284555733002,0.016523662897029,348.54736328125,NVIDIA GeForce RTX 3060 Laptop GPU,12.74,360.0,28.0,,,,,,,16102926336.0,101.73015422167352,0.5,74,1,74,1.648648648648649,1920,37561184,1000,1921000,345
regnet_x_8gf,32,"(32, 3, 224, 224)",39572648,39572648.0,151.30332946777344,cuda,119.82540893554688,0.3141352581605379,0.0026216080625229,534.080078125,NVIDIA GeForce RTX 3060 Laptop GPU,12.74,360.0,28.0,,,,,,,16102926336.0,101.73015422167352,0.5,74,1,74,1.648648648648649,1920,37561184,1000,1921000,345
regnet_x_8gf,64,"(64, 3, 224, 224)",39572648,39572648.0,151.30332946777344,cuda,234.00038146972656,0.2806741658239217,0.0011994602917356,910.23486328125,NVIDIA GeForce RTX 3060 Laptop GPU,12.74,360.0,28.0,,,,,,,16102926336.0,101.73015422167352,0.5,74,1,74,1.648648648648649,1920,37561184,1000,1921000,345
regnet_x_8gf,128,"(128, 3, 224, 224)",39572648,39572648.0,151.30332946777344,cuda,442.1396484375,0.8142887651741789,0.0018417003950037,1655.955078125,NVIDIA GeForce RTX 3060 Laptop GPU,12.74,360.0,28.0,,,,,,,16102926336.0,101.73015422167352,0.5,74,1,74,1.648648648648649,1920,37561184,1000,1921000,345
regnet_y_1_6gf,1,"(3, 224, 224)",11202430,11202430.0,42.93546295166016,cuda,50.63475227355957,4.231748993788563,0.083574004091943,5796.43505859375,RTX Baseline,12.74,360.0,28.0,42.73387908935547,5753.7011795043945,96.0,1.0,6079.71484375,6144.0,3292671136.0,73.48118077952729,0.5,140,1,86,1.4,888,10260758,1000,889000,563
regnet_y_1_6gf,1,"(3, 224, 224)",11202430,11202430.0,42.93546295166016,cuda,29.35084819793701,2.2899872242109525,0.0780211600254158,5748.95458984375,RTX Baseline,12.74,360.0,28.0,42.73387908935547,5706.2207107543945,82.0,2.0,6028.4375,6144.0,3292671136.0,73.48118077952729,0.5,140,1,86,1.4,888,10260758,1000,889000,563
regnet_y_1_6gf,2,"(3, 224, 224)",11202430,11202430.0,42.93546295166016,cuda,233.71417999267572,2.959915714874272,0.0126646817705043,5756.99365234375,RTX Baseline,12.74,360.0,28.0,42.73387908935547,5714.2597732543945,99.0,1.0,6028.4375,6144.0,3292671136.0,73.48118077952729,0.5,140,1,86,1.4,888,10260758,1000,889000,563
regnet_y_1_6gf,4,"(3, 224, 224)",11202430,11202430.0,42.93546295166016,cuda,34.28246307373047,2.018349040955157,0.058874096547715,5770.77490234375,RTX Baseline,12.74,360.0,28.0,42.73387908935547,5728.0410232543945,91.0,7.0,6028.4375,6144.0,3292671136.0,73.48118077952729,0.5,140,1,86,1.4,888,10260758,1000,889000,563
regnet_y_1_6gf,8,"(3, 224, 224)",11202430,11202430.0,42.93546295166016,cuda,38.51929473876953,1.857999524850877,0.0482355540879769,5799.86865234375,RTX Baseline,12.74,360.0,28.0,42.73387908935547,5757.1347732543945,91.0,17.0,6028.4375,6144.0,3292671136.0,73.48118077952729,0.5,140,1,86,1.4,888,10260758,1000,889000,563
regnet_y_1_6gf,16,"(3, 224, 224)",11202430,11202430.0,42.93546295166016,cuda,50.67161560058594,1.1640744353473482,0.0229729094193498,5858.05615234375,RTX Baseline,12.74,360.0,28.0,42.73387908935547,5815.3222732543945,96.0,30.0,6028.4375,6144.0,3292671136.0,73.48118077952729,0.5,140,1,86,1.4,888,10260758,1000,889000,563
regnet_y_1_6gf,32,"(3, 224, 224)",11202430,11202430.0,42.93546295166016,cuda,126.95142364501952,6.790115530947282,0.0534859345089367,5975.0576171875,RTX Baseline,12.74,360.0,28.0,42.73387908935547,5932.3237380981445,98.0,26.0,6028.4375,6144.0,3292671136.0,73.48118077952729,0.5,140,1,86,1.4,888,10260758,1000,889000,563
regnet_y_1_6gf,64,"(3, 224, 224)",11202430,11202430.0,42.93546295166016,cuda,413.4446105957031,3.811525735728866,0.0092189513130377,6207.18115234375,RTX Baseline,12.74,360.0,28.0,42.73387908935547,6164.4472732543945,99.0,14.0,6027.65625,6144.0,3292671136.0,73.48118077952729,0.5,140,1,86,1.4,888,10260758,1000,889000,563
regnet_y_1_6gf,128,"(3, 224, 224)",11202430,11202430.0,42.93546295166016,cuda,2644.718139648437,7.447198329794567,0.0028158759975767,6672.68115234375,RTX Baseline,12.74,360.0,28.0,42.73387908935547,6629.9472732543945,100.0,3.0,6021.34375,6144.0,3292671136.0,73.48118077952729,0.5,140,1,86,1.4,888,10260758,1000,889000,563
regnet_y_3_2gf,1,"(3, 224, 224)",19436338,19436338.0,74.39664459228516,cuda,105.10079956054688,10.74540056977736,0.1022389992712174,5893.52392578125,RTX Baseline,12.74,360.0,28.0,74.14374542236328,5819.380180358887,99.0,1.0,6079.71484375,6144.0,6448817296.0,82.94794647016326,0.5,110,1,68,1.4,1512,17857178,1000,1513000,443
regnet_y_3_2gf,1,"(3, 224, 224)",19436338,19436338.0,74.39664459228516,cuda,39.55246353149414,0.5127288045592041,0.0129632583856116,5827.65869140625,RTX Baseline,12.74,360.0,28.0,74.14374542236328,5753.514945983887,98.0,3.0,6029.9375,6144.0,6448817296.0,82.94794647016326,0.5,110,1,68,1.4,1512,17857178,1000,1513000,443
regnet_y_3_2gf,2,"(3, 224, 224)",19436338,19436338.0,74.39664459228516,cuda,42.52979278564453,1.4556571165666254,0.0342267624925682,5835.9072265625,RTX Baseline,12.74,360.0,28.0,74.14374542236328,5761.763481140137,95.0,5.0,6029.9375,6144.0,6448817296.0,82.94794647016326,0.5,110,1,68,1.4,1512,17857178,1000,1513000,443
regnet_y_3_2gf,4,"(3, 224, 224)",19436338,19436338.0,74.39664459228516,cuda,29.137919425964355,1.5747347295176095,0.0540441720097675,5855.6220703125,RTX Baseline,12.74,360.0,28.0,74.14374542236328,5781.478324890137,97.0,18.0,6029.9375,6144.0,6448817296.0,82.94794647016326,0.5,110,1,68,1.4,1512,17857178,1000,1513000,443
regnet_y_3_2gf,8,"(3, 224, 224)",19436338,19436338.0,74.39664459228516,cuda,52.58598518371582,0.7651484799031322,0.0145504258827791,5895.0517578125,RTX Baseline,12.74,360.0,28.0,74.14374542236328,5820.908012390137,98.0,21.0,6029.9375,6144.0,6448817296.0,82.94794647016326,0.5,110,1,68,1.4,1512,17857178,1000,1513000,443
regnet_y_3_2gf,16,"(3, 224, 224)",19436338,19436338.0,74.39664459228516,cuda,89.9578857421875,1.7435568287402243,0.0193819231558836,5973.9111328125,RTX Baseline,12.74,360.0,28.0,74.14374542236328,5899.767387390137,98.0,24.0,6029.15625,6144.0,6448817296.0,82.94794647016326,0.5,110,1,68,1.4,1512,17857178,1000,1513000,443
regnet_y_3_2gf,32,"(3, 224, 224)",19436338,19436338.0,74.39664459228516,cuda,503.69996643066406,3.2585497699101,0.0064692276892422,6131.6298828125,RTX Baseline,12.74,360.0,28.0,74.14374542236328,6057.486137390137,100.0,3.0,6030.25,6144.0,6448817296.0,82.94794647016326,0.5,110,1,68,1.4,1512,17857178,1000,1513000,443
regnet_y_3_2gf,64,"(3, 224, 224)",19436338,19436338.0,74.39664459228516,cuda,3081.1934814453125,5.760598743193052,0.0018695998086069,6447.0673828125,RTX Baseline,12.74,360.0,28.0,74.14374542236328,6372.923637390137,100.0,3.0,6029.15625,6144.0,6448817296.0,82.94794647016326,0.5,110,1,68,1.4,1512,17857178,1000,1513000,443
regnet_y_3_2gf,128,"(3, 224, 224)",19436338,19436338.0,74.39664459228516,cuda,7171.894287109375,187.3763178225654,0.0261264751433001,7077.9423828125,RTX Baseline,12.74,360.0,28.0,74.14374542236328,7003.798637390137,100.0,2.0,6015.29296875,6144.0,6448817296.0,82.94794647016326,0.5,110,1,68,1.4,1512,17857178,1000,1513000,443
regnet_y_400mf,1,"(3, 224, 224)",4344144,4344144.0,16.675575256347656,cuda,8.802207946777344,0.8131250381703025,0.0923773947394216,769.1181640625,RTX Baseline,12.74,360.0,28.0,16.57159423828125,752.5465698242188,19.0,3.0,6022.21875,6144.0,836366704.0,48.13184737890825,0.5,85,1,53,1.4,440,3875992,1000,441000,343
regnet_y_400mf,2,"(3, 224, 224)",4344144,4344144.0,16.675575256347656,cuda,9.223680019378662,2.3893945488223247,0.259050025970462,777.1572265625,RTX Baseline,12.74,360.0,28.0,16.57159423828125,760.5856323242188,19.0,3.0,6022.21875,6144.0,836366704.0,48.13184737890825,0.5,85,1,53,1.4,440,3875992,1000,441000,343
regnet_y_400mf,4,"(3, 224, 224)",4344144,4344144.0,16.675575256347656,cuda,8.782479763031006,1.1871576153872,0.1351733960434786,790.9384765625,RTX Baseline,12.74,360.0,28.0,16.57159423828125,774.3668823242188,27.0,9.0,6022.21875,6144.0,836366704.0,48.13184737890825,0.5,85,1,53,1.4,440,3875992,1000,441000,343
regnet_y_400mf,8,"(3, 224, 224)",4344144,4344144.0,16.675575256347656,cuda,7.832559823989868,1.1116254355921036,0.1419236444317285,820.0322265625,RTX Baseline,12.74,360.0,28.0,16.57159423828125,803.4606323242188,27.0,9.0,6022.28125,6144.0,836366704.0,48.13184737890825,0.5,85,1,53,1.4,440,3875992,1000,441000,343
regnet_y_400mf,16,"(3, 224, 224)",4344144,4344144.0,16.675575256347656,cuda,14.107136249542236,1.1385181994466755,0.0807051253512146,878.2197265625,RTX Baseline,12.74,360.0,28.0,16.57159423828125,861.6481323242188,79.0,30.0,6022.28125,6144.0,836366704.0,48.13184737890825,0.5,85,1,53,1.4,440,3875992,1000,441000,343
regnet_y_400mf,32,"(3, 224, 224)",4344144,4344144.0,16.675575256347656,cuda,25.29740810394287,1.370153538329357,0.0541618150225296,994.5947265625,RTX Baseline,12.74,360.0,28.0,16.57159423828125,978.0231323242188,96.0,53.0,6022.28125,6144.0,836366704.0,48.13184737890825,0.5,85,1,53,1.4,440,3875992,1000,441000,343
regnet_y_400mf,64,"(3, 224, 224)",4344144,4344144.0,16.675575256347656,cuda,45.34873580932617,2.8481544081261667,0.0628055966110884,1227.3447265625,RTX Baseline,12.74,360.0,28.0,16.57159423828125,1210.7731323242188,98.0,62.0,6022.28125,6144.0,836366704.0,48.13184737890825,0.5,85,1,53,1.4,440,3875992,1000,441000,343
regnet_y_400mf,1,"(3, 224, 224)",4344144,4344144.0,16.675575256347656,cuda,8.647552013397217,1.6736634013760214,0.1935418715712328,769.5703125,RTX Baseline,12.74,360.0,28.0,16.57159423828125,752.9987182617188,36.0,21.0,2783.7109375,6144.0,836366704.0,48.13184737890825,0.5,85,1,53,1.4,440,3875992,1000,441000,343
regnet_y_400mf,2,"(3, 224, 224)",4344144,4344144.0,16.675575256347656,cuda,8.855040073394775,0.9269813404209588,0.1046840367330936,777.3603515625,RTX Baseline,12.74,360.0,28.0,16.57159423828125,760.7887573242188,36.0,21.0,2843.6484375,6144.0,836366704.0,48.13184737890825,0.5,85,1,53,1.4,440,3875992,1000,441000,343
regnet_y_400mf,4,"(3, 224, 224)",4344144,4344144.0,16.675575256347656,cuda,8.286031723022461,1.0489784376929572,0.1265959958434397,791.390625,RTX Baseline,12.74,360.0,28.0,16.57159423828125,774.8190307617188,27.0,6.0,2860.8984375,6144.0,836366704.0,48.13184737890825,0.5,85,1,53,1.4,440,3875992,1000,441000,343
regnet_y_400mf,8,"(3, 224, 224)",4344144,4344144.0,16.675575256347656,cuda,7.825760126113892,0.985152146574132,0.1258858092469353,820.484375,RTX Baseline,12.74,360.0,28.0,16.57159423828125,803.9127807617188,62.0,36.0,2865.21875,6144.0,836366704.0,48.13184737890825,0.5,85,1,53,1.4,440,3875992,1000,441000,343
regnet_y_400mf,1,"(3, 224, 224)",4344144,4344144.0,16.675575256347656,cuda,8.779263973236084,0.819638988714065,0.0933607864075399,769.1181640625,RTX Baseline,12.74,360.0,28.0,16.57159423828125,752.5465698242188,100.0,36.0,5986.078125,6144.0,836366704.0,48.13184737890825,0.5,85,1,53,1.4,440,3875992,1000,441000,343
regnet_y_400mf,2,"(3, 224, 224)",4344144,4344144.0,16.675575256347656,cuda,9.391104221343994,0.9083170660275528,0.0967210079371091,777.1572265625,RTX Baseline,12.74,360.0,28.0,16.57159423828125,760.5856323242188,47.0,7.0,5986.078125,6144.0,836366704.0,48.13184737890825,0.5,85,1,53,1.4,440,3875992,1000,441000,343
regnet_y_400mf,4,"(3, 224, 224)",4344144,4344144.0,16.675575256347656,cuda,9.333247661590576,2.59963662933119,0.2785350526752896,790.9384765625,RTX Baseline,12.74,360.0,28.0,16.57159423828125,774.3668823242188,47.0,7.0,5986.890625,6144.0,836366704.0,48.13184737890825,0.5,85,1,53,1.4,440,3875992,1000,441000,343
regnet_y_400mf,8,"(3, 224, 224)",4344144,4344144.0,16.675575256347656,cuda,11.068367958068848,0.8568474913560026,0.0774140771724115,820.0322265625,RTX Baseline,12.74,360.0,28.0,16.57159423828125,803.4606323242188,41.0,10.0,5986.890625,6144.0,836366704.0,48.13184737890825,0.5,85,1,53,1.4,440,3875992,1000,441000,343
regnet_y_400mf,16,"(3, 224, 224)",4344144,4344144.0,16.675575256347656,cuda,17.094160079956055,0.719745307486451,0.0421047482928565,878.2197265625,RTX Baseline,12.74,360.0,28.0,16.57159423828125,861.6481323242188,84.0,35.0,5986.890625,6144.0,836366704.0,48.13184737890825,0.5,85,1,53,1.4,440,3875992,1000,441000,343
regnet_y_400mf,32,"(3, 224, 224)",4344144,4344144.0,16.675575256347656,cuda,45.84596824645996,2.7669172219939204,0.0603524656096061,994.5947265625,RTX Baseline,12.74,360.0,28.0,16.57159423828125,978.0231323242188,97.0,32.0,5986.890625,6144.0,836366704.0,48.13184737890825,0.5,85,1,53,1.4,440,3875992,1000,441000,343
regnet_y_400mf,64,"(3, 224, 224)",4344144,4344144.0,16.675575256347656,cuda,91.50156784057616,1.3493171248646303,0.0147463825669174,1227.3447265625,RTX Baseline,12.74,360.0,28.0,16.57159423828125,1210.7731323242188,99.0,32.0,5978.640625,6144.0,836366704.0,48.13184737890825,0.5,85,1,53,1.4,440,3875992,1000,441000,343
regnet_y_400mf,1,"(3, 224, 224)",4344144,4344144.0,16.675575256347656,cuda,13.928959846496582,1.9455506236042803,0.1396766625006783,769.0166015625,RTX Baseline,12.74,360.0,28.0,16.57159423828125,752.4450073242188,38.0,2.0,1238.43359375,6144.0,836366704.0,48.13184737890825,0.5,85,1,53,1.4,440,3875992,1000,441000,343
regnet_y_400mf,1,"(3, 224, 224)",4344144,4344144.0,16.675575256347656,cuda,8.315904140472412,3.2259653506066712,0.3879271929697211,769.1181640625,RTX Baseline,12.74,360.0,28.0,16.57159423828125,752.5465698242188,100.0,42.0,5967.52734375,6144.0,836366704.0,48.13184737890825,0.5,85,1,53,1.4,440,3875992,1000,441000,343
regnet_y_400mf,2,"(3, 224, 224)",4344144,4344144.0,16.675575256347656,cuda,8.223743915557861,0.5744877753808524,0.0698572063052895,777.1572265625,RTX Baseline,12.74,360.0,28.0,16.57159423828125,760.5856323242188,30.0,5.0,5967.27734375,6144.0,836366704.0,48.13184737890825,0.5,85,1,53,1.4,440,3875992,1000,441000,343
regnet_y_400mf,4,"(3, 224, 224)",4344144,4344144.0,16.675575256347656,cuda,8.322559833526611,0.5118946537044852,0.0615068757548442,790.9384765625,RTX Baseline,12.74,360.0,28.0,16.57159423828125,774.3668823242188,30.0,5.0,5963.05859375,6144.0,836366704.0,48.13184737890825,0.5,85,1,53,1.4,440,3875992,1000,441000,343
regnet_y_400mf,8,"(3, 224, 224)",4344144,4344144.0,16.675575256347656,cuda,8.359936237335205,0.5507396138675256,0.0658784466970049,820.0322265625,RTX Baseline,12.74,360.0,28.0,16.57159423828125,803.4606323242188,49.0,13.0,5953.05859375,6144.0,836366704.0,48.13184737890825,0.5,85,1,53,1.4,440,3875992,1000,441000,343
regnet_y_400mf,16,"(3, 224, 224)",4344144,4344144.0,16.675575256347656,cuda,14.643167972564695,1.370943928725049,0.0936234516465298,878.2197265625,RTX Baseline,12.74,360.0,28.0,16.57159423828125,861.6481323242188,91.0,42.0,5945.12109375,6144.0,836366704.0,48.13184737890825,0.5,85,1,53,1.4,440,3875992,1000,441000,343
regnet_y_400mf,32,"(3, 224, 224)",4344144,4344144.0,16.675575256347656,cuda,25.2666883468628,0.7392528405024912,0.0292580028820841,994.5947265625,RTX Baseline,12.74,360.0,28.0,16.57159423828125,978.0231323242188,96.0,53.0,5945.12109375,6144.0,836366704.0,48.13184737890825,0.5,85,1,53,1.4,440,3875992,1000,441000,343
regnet_y_400mf,64,"(3, 224, 224)",4344144,4344144.0,16.675575256347656,cuda,63.56982421875,0.5232993185800334,0.0082318824222492,1227.3447265625,RTX Baseline,12.74,360.0,28.0,16.57159423828125,1210.7731323242188,99.0,46.0,5945.12109375,6144.0,836366704.0,48.13184737890825,0.5,85,1,53,1.4,440,3875992,1000,441000,343
regnet_y_400mf,128,"(3, 224, 224)",4344144,4344144.0,16.675575256347656,cuda,126.62630081176758,0.6443760422317538,0.0050888009686434,1692.8447265625,RTX Baseline,12.74,360.0,28.0,16.57159423828125,1676.2731323242188,99.0,44.0,5945.12109375,6144.0,836366704.0,48.13184737890825,0.5,85,1,53,1.4,440,3875992,1000,441000,343
regnet_y_800mf,1,"(3, 224, 224)",6432512,6432512.0,24.65453338623047,cuda,8.241616249084473,2.825837860403934,0.3428742342104281,1816.43115234375,RTX Baseline,12.74,360.0,28.0,24.5380859375,1791.89306640625,30.0,4.0,6005.8203125,6144.0,1713350560.0,66.58948168305011,0.5,75,1,47,1.4,784,5617080,1000,785000,303
regnet_y_800mf,2,"(3, 224, 224)",6432512,6432512.0,24.65453338623047,cuda,8.826832294464111,4.412702514947866,0.4999191518814109,1825.8232421875,RTX Baseline,12.74,360.0,28.0,24.5380859375,1801.28515625,30.0,4.0,6005.8203125,6144.0,1713350560.0,66.58948168305011,0.5,75,1,47,1.4,784,5617080,1000,785000,303
regnet_y_800mf,4,"(3, 224, 224)",6432512,6432512.0,24.65453338623047,cuda,7.670783996582031,4.015941600971989,0.523537307560464,1843.41943359375,RTX Baseline,12.74,360.0,28.0,24.5380859375,1818.88134765625,23.0,6.0,6005.8203125,6144.0,1713350560.0,66.58948168305011,0.5,75,1,47,1.4,784,5617080,1000,785000,303
regnet_y_800mf,8,"(3, 224, 224)",6432512,6432512.0,24.65453338623047,cuda,11.652095794677734,2.768442976760971,0.2375918483083452,1879.40380859375,RTX Baseline,12.74,360.0,28.0,24.5380859375,1854.86572265625,80.0,37.0,6005.8203125,6144.0,1713350560.0,66.58948168305011,0.5,75,1,47,1.4,784,5617080,1000,785000,303
